story_id,source_file,domain,complexity,role,goal,benefit,connextra_valid,expected_test_scenarios,annotator_1_score,annotator_2_score,agreed_score,notes,llm_output,model_name,estimated_cost,error_log,run_timestamp
US025,g12-camperplus.txt,Camping / Recreation,Simple,camp administrator,to be quickly log attendance everyday,I can track which kids are coming in,Yes,"1. Open class list, tap 'Present All'. 2. Manually toggle one student to 'Absent'. 3. Submit day's attendance and verify database timestamp.",4,4,4.0,Educational/School domain. 'Quickly log attendance'. Typo in original ('to be quickly log'). Annotators agreed it's understandable but poorly phrased.,"### (1) Gherkin Scenarios in .feature format

```gherkin
Feature: Log attendance
  As a camp administrator
  I want to quickly log attendance every day
  So that I can track which kids are coming in

  Scenario: Log attendance for a single child
    Given I am logged in as a camp administrator
    And I am on the attendance logging page
    When I select a child from the list
    And I mark the child as present
    Then the child's attendance should be logged for the day

  Scenario: Log attendance for multiple children
    Given I am logged in as a camp administrator
    And I am on the attendance logging page
    When I select multiple children from the list
    And I mark them as present
    Then the attendance for all selected children should be logged for the day

  Scenario: View attendance log
    Given I am logged in as a camp administrator
    And I am on the attendance logging page
    When I view the attendance log for the day
    Then I should see a list of all children marked as present
```

### (2) Step Definitions in Python

```python
from behave import given, when, then

@given('I am logged in as a camp administrator')
def step_impl(context):
    context.browser.visit_login_page()
    context.browser.login_as_admin()

@given('I am on the attendance logging page')
def step_impl(context):
    context.browser.visit_attendance_page()

@when('I select a child from the list')
def step_impl(context):
    context.browser.select_child_from_list()

@when('I mark the child as present')
def step_impl(context):
    context.browser.mark_child_as_present()

@then('the child\'s attendance should be logged for the day')
def step_impl(context):
    assert context.browser.is_attendance_logged_for_child()

@when('I select multiple children from the list')
def step_impl(context):
    context.browser.select_multiple_children_from_list()

@when('I mark them as present')
def step_impl(context):
    context.browser.mark_children_as_present()

@then('the attendance for all selected children should be logged for the day')
def step_impl(context):
    assert context.browser.is_attendance_logged_for_all_selected_children()

@when('I view the attendance log for the day')
def step_impl(context):
    context.browser.view_attendance_log()

@then('I should see a list of all children marked as present')
def step_impl(context):
    assert context.browser.is_attendance_log_correct()
```

### (3) Validation Checklist

- [ ] Verify that the camp administrator can log in successfully.
- [ ] Verify that the camp administrator can navigate to the attendance logging page.
- [ ] Verify that a single child can be selected from the list.
- [ ] Verify that a single child's attendance can be marked as present.
- [ ] Verify that the attendance for a single child is logged correctly.
- [ ] Verify that multiple children can be selected from the list.
- [ ] Verify that multiple children's attendance can be marked as present.
- [ ] Verify that the attendance for multiple children is logged correctly.
- [ ] Verify that the camp administrator can view the attendance log for the day.
- [ ] Verify that the attendance log displays all children marked as present.",gpt-4o-2024-05-13,0.010635,None,2026-07-16 00:58:27
US026,g28-zooniverse.txt,Citizen Science / Media Platform,Simple,Zooniverse admin,to know when Zoonibot should comment on a subject,Benefit not explicitly stated.,Yes,1. Trigger specific workflow rule; verify Zoonibot posts comment within 2 seconds. 2. Check Zoonibot comment contains correct markdown formatting.,3,3,3.0,Zoonibot story. Lacks benefit. 'To know when Zoonibot should comment' is vague. Score reflects the ambiguity of the trigger conditions.,"**(1) Gherkin scenarios in .feature format:**

```gherkin
Feature: Zoonibot Commenting on Subjects

  Scenario: Zoonibot comments on a subject when criteria are met
    Given I am a Zooniverse admin
    When the criteria for Zoonibot to comment on a subject are met
    Then Zoonibot should comment on the subject

  Scenario: Zoonibot does not comment on a subject when criteria are not met
    Given I am a Zooniverse admin
    When the criteria for Zoonibot to comment on a subject are not met
    Then Zoonibot should not comment on the subject
```

**(2) Step definitions in Python:**

```python
from behave import given, when, then

@given('I am a Zooniverse admin')
def step_given_i_am_a_zooniverse_admin(context):
    context.admin = True

@when('the criteria for Zoonibot to comment on a subject are met')
def step_when_criteria_are_met(context):
    context.criteria_met = True

@when('the criteria for Zoonibot to comment on a subject are not met')
def step_when_criteria_are_not_met(context):
    context.criteria_met = False

@then('Zoonibot should comment on the subject')
def step_then_zoonibot_should_comment(context):
    assert context.criteria_met is True
    context.zoonibot_commented = True

@then('Zoonibot should not comment on the subject')
def step_then_zoonibot_should_not_comment(context):
    assert context.criteria_met is False
    context.zoonibot_commented = False
```

**(3) Validation checklist:**

- [ ] Verify that the user is identified as a Zooniverse admin.
- [ ] Verify the criteria for Zoonibot to comment on a subject are defined.
- [ ] Verify Zoonibot comments on the subject when criteria are met.
- [ ] Verify Zoonibot does not comment on the subject when criteria are not met.
- [ ] Verify the system logs the action of Zoonibot commenting.
- [ ] Verify the system logs the action of Zoonibot not commenting.
- [ ] Verify the admin receives a notification when Zoonibot comments.
- [ ] Verify the admin receives a notification when Zoonibot does not comment.",gpt-4o-2024-05-13,0.008125,None,2026-07-16 00:58:30
US027,g13-planningpoker.txt,Agile Estimation Tooling,Simple,moderator,to change my account details,I can keep my account details up-to-date,Yes,"1. Navigate to Settings, change phone number. 2. Verify OTP is sent to new phone. 3. Old phone number cannot be used to log in.",4,4,4.0,CRUD operation. Benefit is a bit tautological ('keep details up-to-date'). Needs more specific value proposition for the user.,"### (1) Gherkin Scenarios in .feature Format

```gherkin
Feature: Change account details
  As a moderator
  I want to change my account details
  So that I can keep my account details up-to-date

  Scenario: Successfully change account details
    Given I am logged in as a moderator
    When I navigate to the account settings page
    And I update my account details
    And I submit the changes
    Then I should see a confirmation message
    And my account details should be updated

  Scenario: Fail to change account details due to invalid input
    Given I am logged in as a moderator
    When I navigate to the account settings page
    And I enter invalid account details
    And I submit the changes
    Then I should see an error message
    And my account details should not be updated

  Scenario: Fail to change account details due to missing required fields
    Given I am logged in as a moderator
    When I navigate to the account settings page
    And I leave required fields empty
    And I submit the changes
    Then I should see an error message
    And my account details should not be updated
```

### (2) Step Definitions in Python

```python
from behave import given, when, then
from selenium import webdriver

@given('I am logged in as a moderator')
def step_impl(context):
    context.browser = webdriver.Chrome()
    context.browser.get('http://example.com/login')
    context.browser.find_element_by_id('username').send_keys('moderator')
    context.browser.find_element_by_id('password').send_keys('password')
    context.browser.find_element_by_id('login').click()

@when('I navigate to the account settings page')
def step_impl(context):
    context.browser.find_element_by_id('account_settings').click()

@when('I update my account details')
def step_impl(context):
    context.browser.find_element_by_id('name').clear()
    context.browser.find_element_by_id('name').send_keys('New Name')
    context.browser.find_element_by_id('email').clear()
    context.browser.find_element_by_id('email').send_keys('newemail@example.com')

@when('I enter invalid account details')
def step_impl(context):
    context.browser.find_element_by_id('email').clear()
    context.browser.find_element_by_id('email').send_keys('invalid-email')

@when('I leave required fields empty')
def step_impl(context):
    context.browser.find_element_by_id('name').clear()
    context.browser.find_element_by_id('email').clear()

@when('I submit the changes')
def step_impl(context):
    context.browser.find_element_by_id('submit').click()

@then('I should see a confirmation message')
def step_impl(context):
    assert ""Changes saved successfully"" in context.browser.page_source

@then('my account details should be updated')
def step_impl(context):
    context.browser.refresh()
    name = context.browser.find_element_by_id('name').get_attribute('value')
    email = context.browser.find_element_by_id('email').get_attribute('value')
    assert name == 'New Name'
    assert email == 'newemail@example.com'

@then('I should see an error message')
def step_impl(context):
    assert ""Error"" in context.browser.page_source

@then('my account details should not be updated')
def step_impl(context):
    context.browser.refresh()
    name = context.browser.find_element_by_id('name').get_attribute('value')
    email = context.browser.find_element_by_id('email').get_attribute('value')
    assert name != 'New Name'
    assert email != 'newemail@example.com'
```

### (3) Validation Checklist

- [ ] Verify that the moderator can log in successfully.
- [ ] Verify that the moderator can navigate to the account settings page.
- [ ] Verify that the moderator can update account details with valid input.
- [ ] Verify that a confirmation message is displayed after successful update.
- [ ] Verify that the account details are updated in the system.
- [ ] Verify that an error message is displayed when invalid account details are entered.
- [ ] Verify that the account details are not updated when invalid input is provided.
- [ ] Verify that an error message is displayed when required fields are left empty.
- [ ] Verify that the account details are not updated when required fields are left empty.",gpt-4o-2024-05-13,0.014034999999999999,None,2026-07-16 00:58:34
US028,parabol_blog,Parabol: Dashboards,Medium,frequent customer,to see product recommendations on my dashboard,I can discover new products I might like,Yes,"1. View dashboard as returning user; see 5 recommended items based on cart history. 2. View as new user; see 'Trending Now' default items. 3. Click recommendation, verify it opens product page.",4,4,4.0,Clear e-commerce recommendation story. Both agreed on high score. Suggestion: specify if recommendations are based on past purchases or browsing.,"### (1) Gherkin Scenarios in .feature format

```gherkin
Feature: Product Recommendations on Dashboard

  Scenario: Display product recommendations for a frequent customer
    Given I am a frequent customer
    When I visit my dashboard
    Then I should see product recommendations

  Scenario: Product recommendations are relevant to the customer
    Given I am a frequent customer
    When I visit my dashboard
    Then the product recommendations should be relevant to my interests

  Scenario: No product recommendations for a new customer
    Given I am a new customer
    When I visit my dashboard
    Then I should not see any product recommendations
```

### (2) Step Definitions in Python

```python
from behave import given, when, then

@given('I am a frequent customer')
def step_given_frequent_customer(context):
    context.customer_type = 'frequent'

@given('I am a new customer')
def step_given_new_customer(context):
    context.customer_type = 'new'

@when('I visit my dashboard')
def step_when_visit_dashboard(context):
    context.dashboard = visit_dashboard(context.customer_type)

@then('I should see product recommendations')
def step_then_see_recommendations(context):
    assert 'recommendations' in context.dashboard

@then('the product recommendations should be relevant to my interests')
def step_then_recommendations_relevant(context):
    assert are_recommendations_relevant(context.dashboard['recommendations'], context.customer_type)

@then('I should not see any product recommendations')
def step_then_no_recommendations(context):
    assert 'recommendations' not in context.dashboard
```

### (3) Validation Checklist

- [ ] Verify that frequent customers are identified correctly.
- [ ] Verify that the dashboard is accessible to frequent customers.
- [ ] Verify that product recommendations are displayed on the dashboard for frequent customers.
- [ ] Verify that product recommendations are relevant to the interests of frequent customers.
- [ ] Verify that new customers are identified correctly.
- [ ] Verify that the dashboard is accessible to new customers.
- [ ] Verify that no product recommendations are displayed on the dashboard for new customers.",gpt-4o-2024-05-13,0.007039999999999999,None,2026-07-16 00:58:36
US029,parabol_blog,Parabol: With Acceptance Criteria,Medium,restaurant customer,"to reserve a table online, so I can ensure I have a place to eat at my preferred time",I can ensure I have a place to eat at my preferred time,Yes,"1. Pick June 15, 7 PM, Party of 4; verify booking confirmed. 2. Pick fully booked time; verify slot is disabled in UI. 3. Receive email confirmation.",3,3,3.0,Restaurant booking. Well structured with 'so I can'. Disagreement from A2 who wanted to know if 'preferred time' implies a calendar view UI.,"### (1) Gherkin Scenarios in .feature format

```gherkin
Feature: Table Reservation

  Scenario: Successful table reservation
    Given I am on the restaurant's reservation page
    When I select the date ""2023-10-15""
    And I select the time ""19:00""
    And I select the number of guests ""4""
    And I enter my name ""John Doe""
    And I enter my contact information ""john.doe@example.com""
    And I click on the ""Reserve"" button
    Then I should see a confirmation message ""Your table has been reserved""

  Scenario: Reservation with missing information
    Given I am on the restaurant's reservation page
    When I select the date ""2023-10-15""
    And I select the time ""19:00""
    And I select the number of guests ""4""
    And I enter my name """"
    And I enter my contact information ""john.doe@example.com""
    And I click on the ""Reserve"" button
    Then I should see an error message ""Name is required""

  Scenario: Reservation for a fully booked time slot
    Given I am on the restaurant's reservation page
    When I select the date ""2023-10-15""
    And I select the time ""19:00""
    And I select the number of guests ""4""
    And I enter my name ""John Doe""
    And I enter my contact information ""john.doe@example.com""
    And I click on the ""Reserve"" button
    Then I should see an error message ""The selected time slot is fully booked""
```

### (2) Step Definitions in Python

```python
from behave import given, when, then

@given('I am on the restaurant\'s reservation page')
def step_impl(context):
    context.browser.get('http://restaurant-reservation-page.com')

@when('I select the date ""{date}""')
def step_impl(context, date):
    date_field = context.browser.find_element_by_id('reservation_date')
    date_field.send_keys(date)

@when('I select the time ""{time}""')
def step_impl(context, time):
    time_field = context.browser.find_element_by_id('reservation_time')
    time_field.send_keys(time)

@when('I select the number of guests ""{guests}""')
def step_impl(context, guests):
    guests_field = context.browser.find_element_by_id('reservation_guests')
    guests_field.send_keys(guests)

@when('I enter my name ""{name}""')
def step_impl(context, name):
    name_field = context.browser.find_element_by_id('reservation_name')
    name_field.send_keys(name)

@when('I enter my contact information ""{contact}""')
def step_impl(context, contact):
    contact_field = context.browser.find_element_by_id('reservation_contact')
    contact_field.send_keys(contact)

@when('I click on the ""Reserve"" button')
def step_impl(context):
    reserve_button = context.browser.find_element_by_id('reserve_button')
    reserve_button.click()

@then('I should see a confirmation message ""{message}""')
def step_impl(context, message):
    confirmation_message = context.browser.find_element_by_id('confirmation_message')
    assert confirmation_message.text == message

@then('I should see an error message ""{message}""')
def step_impl(context, message):
    error_message = context.browser.find_element_by_id('error_message')
    assert error_message.text == message
```

### (3) Validation Checklist

- [ ] Verify the reservation page URL is correct.
- [ ] Verify the date field accepts valid dates.
- [ ] Verify the time field accepts valid times.
- [ ] Verify the number of guests field accepts valid numbers.
- [ ] Verify the name field accepts valid names.
- [ ] Verify the contact information field accepts valid email addresses.
- [ ] Verify the ""Reserve"" button is clickable.
- [ ] Verify a confirmation message is displayed upon successful reservation.
- [ ] Verify an error message is displayed when the name field is empty.
- [ ] Verify an error message is displayed when the selected time slot is fully booked.
- [ ] Verify the error and confirmation messages are accurate and user-friendly.",gpt-4o-2024-05-13,0.01355,None,2026-07-16 00:58:39
US030,g16-mis.txt,Management Information System,Simple,faculty member,to add a date delimiter to a search string,"I can limit a search to return only results from before, after, or between a given date or dates",Yes,"1. Search with delimiter 'after:2025-01-01'; verify no 2024 results. 2. Search 'between:2025-01-01,2025-12-31'; check boundaries. 3. Input malformed date '2025-13-45'; see format error.",4,4,4.0,"Search feature. Benefit is highly specific and clear. Annotators loved the detail on 'before, after, or between'. Scored very well.","### (1) Gherkin Scenarios in .feature Format

```gherkin
Feature: Add date delimiter to search string

  Scenario: Add a date delimiter to search string for results before a given date
    Given I am a faculty member
    When I add a date delimiter ""before"" with the date ""2023-12-31"" to the search string
    Then the search string should be updated to include ""before 2023-12-31""

  Scenario: Add a date delimiter to search string for results after a given date
    Given I am a faculty member
    When I add a date delimiter ""after"" with the date ""2023-01-01"" to the search string
    Then the search string should be updated to include ""after 2023-01-01""

  Scenario: Add a date delimiter to search string for results between two dates
    Given I am a faculty member
    When I add a date delimiter ""between"" with the dates ""2023-01-01"" and ""2023-12-31"" to the search string
    Then the search string should be updated to include ""between 2023-01-01 and 2023-12-31""
```

### (2) Step Definitions in Python

```python
from behave import given, when, then

@given('I am a faculty member')
def step_impl(context):
    context.user_role = 'faculty member'

@when('I add a date delimiter ""{delimiter}"" with the date ""{date}"" to the search string')
def step_impl(context, delimiter, date):
    context.search_string = f""{delimiter} {date}""

@when('I add a date delimiter ""{delimiter}"" with the dates ""{start_date}"" and ""{end_date}"" to the search string')
def step_impl(context, delimiter, start_date, end_date):
    context.search_string = f""{delimiter} {start_date} and {end_date}""

@then('the search string should be updated to include ""{expected_string}""')
def step_impl(context, expected_string):
    assert context.search_string == expected_string
```

### (3) Validation Checklist

- [ ] Verify that the user is identified as a faculty member.
- [ ] Verify that the date delimiter ""before"" with a given date is correctly added to the search string.
- [ ] Verify that the date delimiter ""after"" with a given date is correctly added to the search string.
- [ ] Verify that the date delimiter ""between"" with two given dates is correctly added to the search string.
- [ ] Verify that the search string is updated to include the correct date delimiter and date(s).
- [ ] Verify that the search string format is consistent with the expected output.
- [ ] Verify that invalid date formats are handled appropriately.
- [ ] Verify that the system does not allow non-faculty members to add date delimiters to the search string.",gpt-4o-2024-05-13,0.009575,None,2026-07-16 00:58:41
US031,parabol_blog,Parabol: Jira / CI-CD,Medium,product owner,to create custom workflows in Jira so that our process accurately reflects in the tool,our process accurately reflects in the tool,Yes,"1. Create custom transition 'To QA Review'. 2. Set condition 'Only QA Lead can transition'. 3. Test as Dev (fails), test as QA Lead (succeeds).",3,3,3.0,"Jira workflow customization. A1 flagged that 'accurately reflects in the tool' is a bit subjective, leading to a minor disagreement.","### (1) Gherkin Scenarios in .feature format

```gherkin
Feature: Custom Workflows in Jira

  Scenario: Create a new custom workflow
    Given I am logged into Jira as a product owner
    When I navigate to the ""Workflows"" section in the Jira administration
    And I click on the ""Add Workflow"" button
    And I enter the name ""Custom Workflow"" and description ""Workflow for custom process""
    And I add the necessary statuses and transitions
    And I save the workflow
    Then I should see the ""Custom Workflow"" in the list of workflows

  Scenario: Edit an existing custom workflow
    Given I am logged into Jira as a product owner
    And a custom workflow named ""Custom Workflow"" exists
    When I navigate to the ""Workflows"" section in the Jira administration
    And I click on the ""Custom Workflow"" to edit it
    And I add a new status ""Review"" and transition ""To Review""
    And I save the workflow
    Then I should see the updated ""Custom Workflow"" with the new status and transition

  Scenario: Delete a custom workflow
    Given I am logged into Jira as a product owner
    And a custom workflow named ""Custom Workflow"" exists
    When I navigate to the ""Workflows"" section in the Jira administration
    And I click on the ""Custom Workflow"" to delete it
    And I confirm the deletion
    Then I should not see the ""Custom Workflow"" in the list of workflows
```

### (2) Step Definitions in Python

```python
from behave import given, when, then
from selenium import webdriver

@given('I am logged into Jira as a product owner')
def step_impl(context):
    context.browser = webdriver.Chrome()
    context.browser.get('https://jira.example.com')
    context.browser.find_element_by_id('login').send_keys('product_owner')
    context.browser.find_element_by_id('password').send_keys('password')
    context.browser.find_element_by_id('login-submit').click()

@when('I navigate to the ""Workflows"" section in the Jira administration')
def step_impl(context):
    context.browser.find_element_by_id('admin_menu').click()
    context.browser.find_element_by_link_text('Workflows').click()

@when('I click on the ""Add Workflow"" button')
def step_impl(context):
    context.browser.find_element_by_id('add_workflow').click()

@when('I enter the name ""Custom Workflow"" and description ""Workflow for custom process""')
def step_impl(context):
    context.browser.find_element_by_id('workflow_name').send_keys('Custom Workflow')
    context.browser.find_element_by_id('workflow_description').send_keys('Workflow for custom process')

@when('I add the necessary statuses and transitions')
def step_impl(context):
    # Add statuses and transitions logic here
    pass

@when('I save the workflow')
def step_impl(context):
    context.browser.find_element_by_id('save_workflow').click()

@then('I should see the ""Custom Workflow"" in the list of workflows')
def step_impl(context):
    workflows = context.browser.find_elements_by_class_name('workflow_name')
    assert any(workflow.text == 'Custom Workflow' for workflow in workflows)

@given('a custom workflow named ""Custom Workflow"" exists')
def step_impl(context):
    # Ensure the custom workflow exists
    pass

@when('I click on the ""Custom Workflow"" to edit it')
def step_impl(context):
    context.browser.find_element_by_link_text('Custom Workflow').click()

@when('I add a new status ""Review"" and transition ""To Review""')
def step_impl(context):
    # Add new status and transition logic here
    pass

@then('I should see the updated ""Custom Workflow"" with the new status and transition')
def step_impl(context):
    # Verify the updated workflow
    pass

@when('I click on the ""Custom Workflow"" to delete it')
def step_impl(context):
    context.browser.find_element_by_link_text('Custom Workflow').click()
    context.browser.find_element_by_id('delete_workflow').click()

@when('I confirm the deletion')
def step_impl(context):
    context.browser.find_element_by_id('confirm_delete').click()

@then('I should not see the ""Custom Workflow"" in the list of workflows')
def step_impl(context):
    workflows = context.browser.find_elements_by_class_name('workflow_name')
    assert not any(workflow.text == 'Custom Workflow' for workflow in workflows)
```

### (3) Validation Checklist

- [ ] Verify login as a product owner
- [ ] Verify navigation to the ""Workflows"" section
- [ ] Verify the ""Add Workflow"" button is clickable
- [ ] Verify entering workflow name and description
- [ ] Verify adding statuses and transitions
- [ ] Verify saving the workflow
- [ ] Verify the new workflow appears in the list
- [ ] Verify the existence of a custom workflow
- [ ] Verify editing a workflow
- [ ] Verify adding a new status and transition
- [ ] Verify the updated workflow appears correctly
- [ ] Verify deleting a workflow
- [ ] Verify the workflow is removed from the list after deletion",gpt-4o-2024-05-13,0.016689999999999997,None,2026-07-16 00:58:45
US032,g19-alfred.txt,Smart Home / IoT,Medium,MedicalCaregiver,"to give corrective feedback if exercises are performed wrong, too much or in any other way harmful to the user",Benefit not explicitly stated.,Yes,1. Perform squat with knees past toes; verify visual 'Corrective' prompt on screen. 2. Perform 50 reps quickly; verify 'Rest' warning triggers. 3. Verify audio feedback option can be muted.,3,3,3.0,Fitness app domain. 'Give corrective feedback' is complex but clear. A2 noted that 'in any other way harmful' is too broad for QA to test.,"**(1) Gherkin Scenarios in .feature format:**

```gherkin
Feature: Corrective Feedback for Exercises

  Scenario: Exercise performed incorrectly
    Given the user is performing an exercise
    When the exercise is performed incorrectly
    Then the MedicalCaregiver gives corrective feedback

  Scenario: Exercise performed excessively
    Given the user is performing an exercise
    When the exercise is performed too much
    Then the MedicalCaregiver gives corrective feedback

  Scenario: Exercise performed in a harmful way
    Given the user is performing an exercise
    When the exercise is performed in a harmful way
    Then the MedicalCaregiver gives corrective feedback
```

**(2) Step Definitions in Python:**

```python
from behave import given, when, then

@given('the user is performing an exercise')
def step_given_user_performing_exercise(context):
    context.exercise = ""ongoing""

@when('the exercise is performed incorrectly')
def step_when_exercise_incorrect(context):
    context.exercise_status = ""incorrect""

@when('the exercise is performed too much')
def step_when_exercise_excessive(context):
    context.exercise_status = ""excessive""

@when('the exercise is performed in a harmful way')
def step_when_exercise_harmful(context):
    context.exercise_status = ""harmful""

@then('the MedicalCaregiver gives corrective feedback')
def step_then_give_corrective_feedback(context):
    if context.exercise_status in [""incorrect"", ""excessive"", ""harmful""]:
        context.feedback = ""corrective feedback given""
    assert context.feedback == ""corrective feedback given""
```

**(3) Validation Checklist:**

- [ ] Verify that the user is performing an exercise.
- [ ] Verify that the system can detect when an exercise is performed incorrectly.
- [ ] Verify that the system can detect when an exercise is performed excessively.
- [ ] Verify that the system can detect when an exercise is performed in a harmful way.
- [ ] Verify that the MedicalCaregiver gives corrective feedback when the exercise is performed incorrectly.
- [ ] Verify that the MedicalCaregiver gives corrective feedback when the exercise is performed excessively.
- [ ] Verify that the MedicalCaregiver gives corrective feedback when the exercise is performed in a harmful way.
- [ ] Verify that the corrective feedback is appropriate and actionable.
- [ ] Verify that the feedback is given in a timely manner.
- [ ] Verify that the feedback is logged for future reference.",gpt-4o-2024-05-13,0.00815,None,2026-07-16 00:58:47
US033,g22-rdadmp.txt,Research Data Management (DMP),Simple,data manager,to know the security requirements of the data,I can check whether the data can be kept secure,Yes,"1. Open data asset; verify security badge ('Confidential') is visible. 2. Click badge to view detailed compliance requirements. 3. As guest user, verify highly secure assets are hidden.",4,4,4.0,"Security domain. 'Know the security requirements'. A1 found it passive. Needs an action-oriented goal (e.g., 'View security badge').","### (1) Gherkin Scenarios in .feature Format

```gherkin
Feature: Security Requirements of Data

  Scenario: View security requirements of the data
    Given I am a data manager
    When I request the security requirements of the data
    Then I should see the security requirements listed
    And the requirements should include encryption standards
    And the requirements should include access control policies
    And the requirements should include data retention policies
```

### (2) Step Definitions in Python

```python
from behave import given, when, then

@given('I am a data manager')
def step_impl(context):
    context.user_role = 'data manager'

@when('I request the security requirements of the data')
def step_impl(context):
    context.security_requirements = get_security_requirements()

@then('I should see the security requirements listed')
def step_impl(context):
    assert context.security_requirements is not None

@then('the requirements should include encryption standards')
def step_impl(context):
    assert 'encryption standards' in context.security_requirements

@then('the requirements should include access control policies')
def step_impl(context):
    assert 'access control policies' in context.security_requirements

@then('the requirements should include data retention policies')
def step_impl(context):
    assert 'data retention policies' in context.security_requirements

def get_security_requirements():
    # This function would interact with the system to retrieve security requirements
    return {
        'encryption standards': 'AES-256',
        'access control policies': 'Role-based access control',
        'data retention policies': 'Data retained for 7 years'
    }
```

### (3) Validation Checklist

- [ ] Verify that the user is identified as a data manager.
- [ ] Verify that the security requirements can be requested.
- [ ] Verify that the security requirements are listed.
- [ ] Verify that the listed security requirements include encryption standards.
- [ ] Verify that the listed security requirements include access control policies.
- [ ] Verify that the listed security requirements include data retention policies.",gpt-4o-2024-05-13,0.0069050000000000005,None,2026-07-16 00:58:49
US034,parabol_blog,Parabol: Developer Stories,Complex,developer,to implement a caching mechanism so that we can reduce page load times,we can reduce page load times,Yes,1. Load homepage (cold cache) - measure TTFB. 2. Reload homepage (warm cache) - verify TTFB < 200ms. 3. Update DB record; verify cache invalidates and UI shows new data.,2,3,2.0,"Performance task ('implement caching mechanism'). Annotators penalized it as it's an implementation detail, not a user-facing capability.","### (1) Gherkin Scenarios in .feature Format

```gherkin
Feature: Implement caching mechanism to reduce page load times

  Scenario: Cache is empty and a page is loaded
    Given the cache is empty
    When the user loads the page
    Then the page should be fetched from the server
    And the page should be stored in the cache

  Scenario: Cache is populated and a page is loaded
    Given the cache contains the page
    When the user loads the page
    Then the page should be fetched from the cache
    And the page should not be fetched from the server

  Scenario: Cache is expired and a page is loaded
    Given the cache contains an expired page
    When the user loads the page
    Then the page should be fetched from the server
    And the page should be updated in the cache
```

### (2) Step Definitions in Python

```python
from behave import given, when, then
from cache_system import Cache, fetch_page_from_server

cache = Cache()

@given('the cache is empty')
def step_given_cache_is_empty(context):
    cache.clear()

@given('the cache contains the page')
def step_given_cache_contains_page(context):
    cache.store('page', 'cached content')

@given('the cache contains an expired page')
def step_given_cache_contains_expired_page(context):
    cache.store('page', 'expired content', expired=True)

@when('the user loads the page')
def step_when_user_loads_page(context):
    context.page_content = cache.get('page') or fetch_page_from_server('page')

@then('the page should be fetched from the server')
def step_then_page_fetched_from_server(context):
    assert context.page_content == fetch_page_from_server('page')

@then('the page should be stored in the cache')
def step_then_page_stored_in_cache(context):
    assert cache.get('page') == fetch_page_from_server('page')

@then('the page should be fetched from the cache')
def step_then_page_fetched_from_cache(context):
    assert context.page_content == 'cached content'

@then('the page should not be fetched from the server')
def step_then_page_not_fetched_from_server(context):
    assert context.page_content != fetch_page_from_server('page')

@then('the page should be updated in the cache')
def step_then_page_updated_in_cache(context):
    assert cache.get('page') == fetch_page_from_server('page')
```

### (3) Validation Checklist

- [ ] Verify that the cache is empty initially.
- [ ] Verify that the page is fetched from the server when the cache is empty.
- [ ] Verify that the page is stored in the cache after being fetched from the server.
- [ ] Verify that the page is fetched from the cache when it is already populated.
- [ ] Verify that the page is not fetched from the server when it is already in the cache.
- [ ] Verify that the page is fetched from the server when the cache contains an expired page.
- [ ] Verify that the page is updated in the cache when the cache contains an expired page.",gpt-4o-2024-05-13,0.01019,None,2026-07-16 00:58:52
